nama,lat,lon,wilayah,sumber,alamat_asli
Mixue,-6.1365132,106.73735,Kabupaten Bogor,cafe,"Mixue, 1, Jalan City Resort Boulevard, RW 14, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11730, Indonesia"
Chatime,-6.1370833,106.7323473,Kabupaten Bogor,cafe,"Chatime, Jalan Boulevard Raya, RW 14, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11730, Indonesia"
Jelly Potter Indonesia,-6.1383861,106.8411635,Kabupaten Bogor,cafe,"Jelly Potter Indonesia, Jalan Pademangan IV, RW 07, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14410, Indonesia"
Starbucks,-6.1239278,106.7399929,Kabupaten Bogor,cafe,"Starbucks, Jalan Pantai Indah Selatan 1, RW 02, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14470, Indonesia"
Meraki,-6.2841687,106.769301,Kabupaten Bogor,cafe,"Meraki, Jalan Haji Saikin, RW 08, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12310, Indonesia"
Hey Kafe - Arteri Pondok Indah,-6.2581461,106.7819679,Kabupaten Bogor,cafe,"Hey Kafe - Arteri Pondok Indah, Jalan Tanah Kusir II, RW 11, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12140, Indonesia"
Coffee Shop Sidikalang Jaya,-6.149465,106.7849404,Kabupaten Bogor,coffee_shop,"Coffee Shop Sidikalang Jaya, Jalan Seni Budaya Raya, RW 05, Jelambar Baru, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11330, Indonesia"
Kopi Konnichiwa - Jelambar,-6.158342,106.7801141,Kabupaten Bogor,cafe,"Kopi Konnichiwa - Jelambar, Jalan Hadiah Utama, RW 02, Jelambar, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11460, Indonesia"
Kedai JATAM,-6.2897204,106.8381453,Kabupaten Bogor,cafe,"Kedai JATAM, 38, Jalan Palapa XIX, RW 05, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12540, Indonesia"
Waroeng Kopi Kang Rully,-6.2514522,106.7565764,Kabupaten Bogor,cafe,"Waroeng Kopi Kang Rully, Jalan Garuda, RW 06, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12320, Indonesia"
Toko Kopi TUKU - Bintaro,-6.2697697,106.7545502,Kabupaten Bogor,cafe,"Toko Kopi TUKU - Bintaro, Jalan Bintaro Tengah, RW 08, Bintaro, Bintaro Jaya, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12330, Indonesia"
Sixty Two Coffee,-6.2372116,106.8081552,Kabupaten Bogor,cafe,"Sixty Two Coffee, 19, Jalan Cipayung II, Blok Q, Rawa Barat, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12180, Indonesia"
Tanpa Nama,-6.12881,106.7966849,Kabupaten Bogor,cafe,"Jalan Pluit Dalam III, RW 08, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14430, Indonesia"
Kopi Kalyan,-6.2432385,106.8091606,Kabupaten Bogor,cafe,"Kopi Kalyan, Jalan Cikajang, Blok Q, Petogogan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12170, Indonesia"
Wakofi,-6.1345815,106.7776877,Kabupaten Bogor,cafe,"Wakofi, Jalan Keting, RW 08, Pejagalan, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14450, Indonesia"
Crumble Crew Selong,-6.2312194,106.810026,Kabupaten Bogor,cafe,"Crumble Crew Selong, Sudirman Central Business District Southway, RW 04, Selong, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12110, Indonesia"
Staircaze Music Studio,-6.122117,106.8824851,Kabupaten Bogor,cafe,"Staircaze Music Studio, Jalan Gembira II, RW 07, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14330, Indonesia"
Goyang-i HQ,-6.2378395,106.8154597,Kabupaten Bogor,cafe,"Goyang-i HQ, 5, Jalan Laksana I, Blok S, Rawa Barat, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12180, Indonesia"
Otten Coffee Jakarta,-6.2328215,106.8120081,Kabupaten Bogor,cafe,"Otten Coffee Jakarta, Jalan Senopati, RW 03, Selong, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12110, Indonesia"
Yoeeh Kopi Juana,-6.1458453,106.7389423,Kabupaten Bogor,cafe,"Yoeeh Kopi Juana, 54, Jalan Jati I, RW 12, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11720, Indonesia"
Cendol Duren Bang Delon - Gandaria Utara,-6.2547044,106.7878104,Kabupaten Bogor,cafe,"Cendol Duren Bang Delon - Gandaria Utara, Jalan Haji Zaini, RW 13, Gandaria Utara, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12140, Indonesia"
Kopi Kalyan - Kramat Pela,-6.2437353,106.7934233,Kabupaten Bogor,cafe,"Kopi Kalyan - Kramat Pela, Jalan Barito, RW 07, Kramat Pela, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12120, Indonesia"
Papa & Mama Pastries,-6.1152067,106.7780354,Kabupaten Bogor,cafe,"Papa & Mama Pastries, Jalan Pluit Karang Jelita I, RW 03, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14440, Indonesia"
Six Ounces - Melawai,-6.2494476,106.8004246,Kabupaten Bogor,cafe,"Six Ounces - Melawai, Jalan Panglima Polim III, RW 04, Melawai, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12160, Indonesia"
Jia Xiang Kopitien,-6.1162149,106.7798888,Kabupaten Bogor,cafe,"Jia Xiang Kopitien, Jalan Pluit Karang Niaga I, RW 03, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14440, Indonesia"
Saudagar Kopi Bintaro,-6.2836515,106.7133361,Kabupaten Bogor,cafe,"Saudagar Kopi Bintaro, Jalan Maleo XII, Sektor 9, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten, Jawa, 15229, Indonesia"
Kopi Kenangan x Cerita Roti - Alfamidi Stasiun Pondok Ranji,-6.2769015,106.74602,Kabupaten Bogor,cafe,"Kopi Kenangan x Cerita Roti - Alfamidi Stasiun Pondok Ranji, Jalan WR Supratman, Komplek PU Pengairan, RW 02, Rengas, Ciputat Timur, Tangerang Selatan, Banten, Jawa, 15412, Indonesia"
DUTAMA Bar & Coffee Lounge,-6.3248565,106.7547352,Kabupaten Bogor,cafe,"DUTAMA Bar & Coffee Lounge, A7, Jalan Perumahan Griya Satwika, Griya Satwika Telkom, RW 14, Pisangan, Ciputat Timur, Tangerang Selatan, Banten, Jawa, 15411, Indonesia"
Velind's Bakery,-6.3026753,106.6796684,Kabupaten Bogor,cafe,"Velind's Bakery, Jalan Rawa Buntu Utara, Dadap, BSD City, Serpong, Tangerang Selatan, Banten, Jawa, 15321, Indonesia"
Kopimana27,-6.2393316,106.8457394,Kabupaten Bogor,cafe,"Kopimana27, Jalan Tebet Barat Dalam IV E, RW 06, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12810, Indonesia"
Tanpa Nama,-6.3356803,106.5605876,Kabupaten Bogor,cafe,"Jalan Haji Saleh, Kampung Sikluk, Bojong Kamal, Legok, Kabupaten Tangerang, Banten, Jawa, 16360, Indonesia"
Gerimis Coffee,-6.586999,106.788958,Kabupaten Bogor,cafe,"Gerimis Coffee, Jalan Ciwaringin II, Ciwaringin, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16124, Indonesia"
Routibunz Taman Levina - Binong,-6.2358854,106.5838879,Kabupaten Bogor,cafe,"Routibunz Taman Levina - Binong, Jalan Pramita, Binong, Curug, Kabupaten Tangerang, Banten, Jawa, 15811, Indonesia"
Starbucks,-6.2137972,106.6832619,Kabupaten Bogor,cafe,"Starbucks, Rest Area KM 13,5. Tol Jakarta-Merak, Pinang, Tangerang, Banten, Jawa, 15145, Indonesia"
Djakarté,-6.1354791,106.8128292,Kabupaten Bogor,cafe,"BangiKopitiam, Jalan Pintu Besar Utara, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11110, Indonesia"
Kopiluo,-6.1482534,106.6768109,Kabupaten Bogor,cafe,"Kopiluo, A9, Jalan Vos Sudarso, Jurumudi Baru, Benda, Tangerang, Banten, Jawa, 15124, Indonesia"
Starbucks,-6.2724511,106.6993633,Kabupaten Bogor,cafe,"Subway, Jalan Boulevard Bintaro Jaya, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten, Jawa, 12330, Indonesia"
Kopi Janji Jiwa Jilid 22,-6.2170293,106.8442601,Kabupaten Bogor,coffee_shop,"Kopi Janji Jiwa Jilid 22, Jalan Dokter Saharjo, RW 07, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12970, Indonesia"
Hygge Cafe,-6.2981034,106.6405443,Kabupaten Bogor,cafe,"Hygge Cafe, Jalan BSD Raya Utama, BSD City, Pagedangan, Kabupaten Tangerang, Banten, Jawa, 15331, Indonesia"
Kantin Bu Darmo - BIG,-6.4902246,106.8489,Kabupaten Bogor,cafe,"Pusat Ilmu Pengetahuan Cibinong, Jalan H.A. Ashari, Cibinong, Bogor, Jawa Barat, Jawa, 16911, Indonesia"
Drink Station - Cibogor,-6.5955425,106.7894196,Kabupaten Bogor,cafe,"Drink Station - Cibogor, Jalan Mayor Oking Jayaatmaja, Cibogor, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16124, Indonesia"
SELA KOPI HQ,-6.8130572,107.136296,Kabupaten Bogor,cafe,"SELA KOPI HQ, 146, Dokter Muwardi, Cianjur, Jawa Barat, Jawa, 43211, Indonesia"
Jongjohn's Coffee House,-6.7162541,107.0102835,Kabupaten Bogor,cafe,"Jongjohn's Coffee House, Gang Haji Zaenal Arief, Ciloto, Cianjur, Jawa Barat, Jawa, 43253, Indonesia"
Baden Kenari Coffee (BKC),-6.7164992,107.0096044,Kabupaten Bogor,cafe,"Baden Kenari Coffee (BKC), Gang Perintis I, Ciloto, Cianjur, Jawa Barat, Jawa, 43253, Indonesia"
Starbucks,-6.2584878,106.6202062,Kabupaten Bogor,cafe,"Starbucks, Jalan Boulevard Gading Serpong, Paramount Serpong, Gading Serpong, Curug Sangereng, Kelapa Dua, Kabupaten Tangerang, Banten, Jawa, 15334, Indonesia"
Raindear Coffee and Kitchen - Baranangsiang,-6.6034457,106.8102025,Kabupaten Bogor,cafe,"Raindear Coffee and Kitchen - Baranangsiang, Jalan Bina Marga, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Chatime,-6.3046207,106.8473858,Kabupaten Bogor,cafe,"Chatime, Jalan Tahi Bonar Simatupang, RW 05, Tanjung Barat, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12530, Indonesia"
Starbuck Cafe,-6.2302098,106.520662,Kabupaten Bogor,cafe,"Starbuck Cafe, Citra Raya Boulevard, Citra Raya Tangerang, Cikupa, Kabupaten Tangerang, Banten, Jawa, 15710, Indonesia"
Starbucks,-6.4153373,106.8209308,Kabupaten Bogor,cafe,"Starbucks, Jalan Boulevard, Tirtajaya, Depok, Jawa Barat, Jawa, 16439, Indonesia"
Starbucks,-6.3952241,106.7997797,Kabupaten Bogor,cafe,"Starbucks, Jalan Raya Sawangan, Mampang, Pancoran Mas, Depok, Jawa Barat, Jawa, 16434, Indonesia"
Starbucks,-6.1945691,106.6332024,Kabupaten Bogor,cafe,"Starbucks, Jalan Muhammad Husni Thamrin, Babakan, Tangerang, Banten, Jawa, 11151, Indonesia"
Pouter Coffee,-6.2369608,106.8571342,Kabupaten Bogor,cafe,"Pouter Coffee, 107a, Jalan Tebet Timur Dalam Raya, RW 06, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12820, Indonesia"
DPR by HMS,-6.5612631,106.7923866,Kabupaten Bogor,cafe,"Perpustakaan Universitas Ibnu Kaldun, Jalan Sholeh Iskandar, Kedung Badak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
KOUP!,-6.2364739,106.8568453,Kabupaten Bogor,cafe,"KOUP!, 11, Jalan Tebet Timur Dalam Raya, RW 07, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12820, Indonesia"
Kopi Dan Dia,-6.8859556,106.806138,Kabupaten Bogor,cafe,"Kopi Dan Dia, Jalan Tol Bogor–Ciawi–Sukabumi, Cisarua, Sukabumi, Jawa Barat, Jawa, 43351, Indonesia"
Kopi 3 Kolam,-6.3651881,106.6031679,Kabupaten Bogor,cafe,"Kopi Tiga Kolam, Jalan Haji Sawiyan, Kadumangu, Dangdang, Cisauk, Kabupaten Tangerang, Banten, Jawa, 16354, Indonesia"
Starbucks,-6.3468247,106.6937443,Kabupaten Bogor,cafe,"Starbucks, Jalan Puspiptek, Buaran, Serpong, Tangerang Selatan, Banten, Jawa, 15315, Indonesia"
Seven Dials,-6.2790595,106.718054,Kabupaten Bogor,cafe,"Seven Dials, Jalan Jenderal Sudirman, CBD Bintaro Jaya, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten, Jawa, 15229, Indonesia"
Starbucks,-6.2809921,106.7138766,Kabupaten Bogor,cafe,"Starbucks, Jalan Jenderal Sudirman, Sektor 9, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten, Jawa, 15229, Indonesia"
Sisi Barat Cafe,-6.5618896,106.7441684,Kabupaten Bogor,cafe,"Sisi Barat Cafe, Jalan Wastukancana VIII, Balumbang Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Sensory Tree,-6.2825902,106.7130749,Kabupaten Bogor,cafe,"Sensory Tree, Jalan Maleo, Sektor 9, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten, Jawa, 15229, Indonesia"
Warkop Kuningan,-6.3381692,106.7391186,Kabupaten Bogor,cafe,"Warkop Kuningan, Jalan Pajajaran Raya, Pamulang Barat, Pamulang, Tangerang Selatan, Banten, Jawa, 15417, Indonesia"
Kopi Alan's,-6.236025,106.7547318,Kabupaten Bogor,cafe,"Jalan Ciledug Raya, RW 04, Petukangan Selatan, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12260, Indonesia"
Warung Nasi,-6.236156,106.754582,Kabupaten Bogor,cafe,"Jalan Ciledug Raya, RW 04, Petukangan Selatan, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12260, Indonesia"
Kopi Kenangan,-6.2408257,106.793566,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Kyai Maja, Blok C, Kramat Pela, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12120, Indonesia"
Dec.,-6.2637525,106.6302999,Kabupaten Bogor,cafe,"Dec., Jalan Insinyur Sukarno, Ruko Pisa Grande, Paramount Serpong, Gading Serpong, Cihuni, Pagedangan, Kabupaten Tangerang, Banten, Jawa, 15334, Indonesia"
Kopi Bajawa Flores,-6.2604075,106.607526,Kabupaten Bogor,cafe,"Kopi Bajawa Flores, Jalan Scientia Boulevard Barat, Summarecon Serpong, Medang, Pagedangan, Kabupaten Tangerang, Banten, Jawa, 15334, Indonesia"
Kopi Kenangan,-6.3741239,106.8330769,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Raya Margonda, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16235, Indonesia"
Di Desa Coffee and Eatery,-6.5111538,106.832948,Kabupaten Bogor,cafe,"Di Desa Coffee and Eatery, Jalan Alternatif GOR Pemda, Nanggewer, Cibinong, Bogor, Jawa Barat, Jawa, 16912, Indonesia"
Tanpa Nama,-6.7152714,106.8625556,Kabupaten Bogor,cafe,"Jalan Veteran, Pancawati, Caringin, Bogor, Jawa Barat, Jawa, 16138, Indonesia"
Tanpa Nama,-6.2539905,106.700765,Kabupaten Bogor,cafe,"Jalan Pondok Kacang Prima, Parung Serab, Ciledug, Tangerang, Banten, Jawa, 15226, Indonesia"
MASON COFFEE,-6.881881,106.9469107,Kabupaten Bogor,cafe,"MASON COFFEE, Jalan Selabintana, Sudajaya Girang, Sukabumi, Jawa Barat, Jawa, 43192, Indonesia"
MOKOPI,-6.8839387,106.945307,Kabupaten Bogor,cafe,"MOKOPI, Jalan Selabintana, Warnasari, Sukabumi, Jawa Barat, Jawa, 43151, Indonesia"
Arborea Cafe,-6.2062227,106.8016715,Kabupaten Bogor,cafe,"Arborea Cafe, Jalan Jenderal Gatot Subroto, RW 01, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10270, Indonesia"
Kafe Hoax,-6.1192605,106.8517016,Kabupaten Bogor,cafe,"Kafe Hoax, Jalan Puri Nusa Dua, Kawasan Wisata Ancol, Ancol, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14430, Indonesia"
Lege Coffee and Toastie,-6.2299775,106.8211262,Kabupaten Bogor,cafe,"Lege Coffee and Toastie, Jalan Guru Mughni, RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Roemah Kopyor,-6.339969,106.6324615,Kabupaten Bogor,cafe,"Roemah Kopyor, Jalan CitraGarden Serpong, CitraGarden Serpong, Cisauk, Kabupaten Tangerang, Banten, Jawa, 15344, Indonesia"
Kopi Tubing,-6.569071,106.8457581,Kabupaten Bogor,cafe,"Kopi Tubing, Bellanova Mall, Sentul City, Cipambuan, Babakan Madang, Bogor, Jawa Barat, Jawa, 16810, Indonesia"
Popolo Coffee,-6.5839634,106.8821201,Kabupaten Bogor,cafe,"Popolo Coffee, Jalan Pakuan, Sentul City, Sumurbatu, Babakan Madang, Bogor, Jawa Barat, Jawa, 16810, Indonesia"
foodpedia palem semi,-6.2193874,106.61034,Kabupaten Bogor,cafe,"foodpedia palem semi, 249, Jalan Raya Kavling Perkebunan, Goldland Karawaci, Panunggangan Barat, Cibodas, Tangerang, Banten, Jawa, 15139, Indonesia"
Kopi Tuku,-6.5680098,106.8544059,Kabupaten Bogor,cafe,"Kopi Tuku, Jalan M.H. Thamrin, Sentul City, Citaringgul, Babakan Madang, Bogor, Jawa Barat, Jawa, 16810, Indonesia"
Kopi Satu Tudju,-6.5981222,106.7899598,Kabupaten Bogor,cafe,"Kopi Satu Tudju, Jalan Paledang, Paledang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Mie Gacoan Dramaga,-6.5697191,106.7395101,Kabupaten Bogor,cafe,"Mie Gacoan Dramaga, Jalan Labuan-Cianjur, Marga Jaya, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Shinju Ramen,-6.5726694,106.7479069,Kabupaten Bogor,cafe,"Shinju Ramen, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Koloni Food and Space,-6.5541569,106.748552,Kabupaten Bogor,cafe,"Koloni Food and Space, Gang Pala II, Situ Gede, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Kebin,-6.5691191,106.7571451,Kabupaten Bogor,cafe,"Kebin, Sindangbarang Jero, Bubulak, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Mie Gacoan Yasmin,-6.5647112,106.7629836,Kabupaten Bogor,cafe,"Mie Gacoan Yasmin, Jalan Kyai Haji Raden Abdullah Bin Nuh, Cilendek Barat, Bogor Barat, Bogor, Jawa Barat, Jawa, 16112, Indonesia"
Kopi Tepi Sawah,-6.5785854,106.740431,Kabupaten Bogor,cafe,"Kopi Tepi Sawah, Jalan Lingkar Laladon-Dramaga, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Madam Coffee,-6.5683534,106.7588174,Kabupaten Bogor,cafe,"Madam Coffee, Jalan Kyai Haji Raden Abdullah Bin Nuh, Bubulak, Bogor Barat, Bogor, Jawa Barat, Jawa, 16117, Indonesia"
Sisi Teras Coffee & Kitchen,-6.577951,106.7548773,Kabupaten Bogor,cafe,"Sisi Teras Coffee & Kitchen, Jalan Pagelaran Ciomas, Sindang Barang, Laladon, Ciomas, Bogor, Jawa Barat, Jawa, 16610, Indonesia"
Everythey Coffee and Plant,-6.5801859,106.7509808,Kabupaten Bogor,cafe,"Everythey Coffee and Plant, Jalan Lingkar Laladon-Dramaga, Ciherang, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Friday Coffee Plants & Eatery,-6.574978,106.7522981,Kabupaten Bogor,cafe,"Friday Coffee Plants & Eatery, Jalan Letjen Ibrahim Adjie, Sindang Barang, Laladon, Ciomas, Bogor, Jawa Barat, Jawa, 16117, Indonesia"
Senandung Kopi,-6.5774716,106.757495,Kabupaten Bogor,cafe,"Senandung Kopi, Jalan Letjen Ibrahim Adjie, Sindang Barang, Bogor Barat, Bogor, Jawa Barat, Jawa, 16117, Indonesia"
Ulin-Ulin Coffee Park,-6.5806132,106.775886,Kabupaten Bogor,cafe,"Ulin-Ulin Coffee Park, Jalan Dr. Sumeru, Menteng, Bogor Barat, Bogor, Jawa Barat, Jawa, 16111, Indonesia"
Uniko Coffee & Gallery,-6.5840617,106.7742019,Kabupaten Bogor,cafe,"Uniko Coffee & Gallery, Jalan Darul Quran, Loji, Bogor Barat, Bogor, Jawa Barat, Jawa, 16117, Indonesia"
Teras Samoraya,-6.5373792,106.7331049,Kabupaten Bogor,cafe,"Teras Samoraya, Jl. Atang Senjaya, Bantarjaya, Ranca Bungur, Bogor, Jawa Barat, Jawa, 16253, Indonesia"
Warung Kopi Raja,-6.5551978,106.7009383,Kabupaten Bogor,cafe,"Warung Kopi Raja, Jalan Leuwliang-Bogor, Bojongrangkas, Ciampea, Bogor, Jawa Barat, Jawa, 16620, Indonesia"
Waroeng De-Pot Doenan,-6.5573758,106.7067574,Kabupaten Bogor,cafe,"Waroeng De-Pot Doenan, Jalan Cibadak-Ciampea, Tanjakancinangneng, Cibanteng, Ciampea, Bogor, Jawa Barat, Jawa, 16620, Indonesia"
Golden Black,-6.556779,106.773831,Kabupaten Bogor,cafe,"Golden Black, Jalan Kyai Haji Raden Abdullah Bin Nuh, Curug Mekar, Bogor Barat, Bogor, Jawa Barat, Jawa, 16113, Indonesia"
Kopi Nako,-6.603747,106.8110497,Kabupaten Bogor,cafe,"Kopi Nako, Jalan Bina Marga 2, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Old Town White Coffee,-6.2401441,106.801087,Kabupaten Bogor,cafe,"Lapangan Bhayangkara Mabes Polri, Jalan Palatehan II, Blok K, Melawai, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12610, Indonesia"
Tempat Parkir Motor,-6.2815436,106.8298726,Kabupaten Bogor,cafe,"Tempat Parkir Motor, Gang Wiraguna, RW 05, Jati Padang, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12540, Indonesia"
Tanpa Nama,-6.7063445,106.6417421,Kabupaten Bogor,cafe,"Gang Armaniya, Gunung Picung, Pamijahan, Bogor, Jawa Barat, Jawa, 16696, Indonesia"
Tanpa Nama,-6.706757,106.6419091,Kabupaten Bogor,cafe,"Gang Armaniya, Gunung Picung, Pamijahan, Bogor, Jawa Barat, Jawa, 16696, Indonesia"
Kopi Klotok,-6.3207517,106.6116803,Kabupaten Bogor,cafe,"Kopi Klotok, Jalan Tol Serpong–Balaraja, Rancamalang, Kadu Sirung, Pagedangan, Kabupaten Tangerang, Banten, Jawa, 15341, Indonesia"
Kopi Raga,-6.4781386,106.8729968,Kabupaten Bogor,cafe,"Kopi Raga, Jalan Raya Karanggan, Puspasari, Citeureup, Bogor, Jawa Barat, Jawa, 16810, Indonesia"
BBC Garden & Cafe,-6.2843473,106.6386327,Kabupaten Bogor,cafe,"BBC Garden & Cafe, Jalan BSD Raya Utama, BSD City, Lengkong Kulon, Pagedangan, Kabupaten Tangerang, Banten, Jawa, 15339, Indonesia"
Kaumuda Coffe and Bar,-6.3047636,106.8421614,Kabupaten Bogor,cafe,"Kaumuda Coffe and Bar, Jalan Nangka Raya, RW 01, Tanjung Barat, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12530, Indonesia"
Starbucks,-6.2943421,106.6097591,Kabupaten Bogor,cafe,"Starbucks, Jalan BSD Boulevard Utara, BSD City, Cijantra, Pagedangan, Kabupaten Tangerang, Banten, Jawa, 15335, Indonesia"
Warung Kopi Tepi Sungai,-6.3896463,106.7663441,Kabupaten Bogor,cafe,"Warung Kopi Tepi Sungai, Jalan Swadaya 1, Sawangan Baru, Sawangan, Depok, Jawa Barat, Jawa, 16511, Indonesia"
Warkop Agam Medan,-6.3464009,106.6881615,Kabupaten Bogor,cafe,"Warkop Agam Medan, Jalan Buaran Raya, Perempatan Viktor, Buaran, Serpong, Tangerang Selatan, Banten, Jawa, 15314, Indonesia"
Kopi Kenangan,-6.2294164,106.6590437,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Jalur Sutera, Alam Sutera, Pinang, Tangerang, Banten, Jawa, 15143, Indonesia"
Kopi Kenangan,-6.2235053,106.6927485,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Al Fitroh, Sudimara Pinang, Pinang, Tangerang, Banten, Jawa, 15145, Indonesia"
Warkop Xsari,-6.3388127,106.8549641,Kabupaten Bogor,cafe,"Warkop Xsari, Jalan Kalisari II, RW 02, Kalisari, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13790, Indonesia"
bixue,-6.6014314,106.779507,Kabupaten Bogor,cafe,"bixue, Jalan Jabaru I, Pasir Kuda, Bogor Barat, Bogor, Jawa Barat, Jawa, 16119, Indonesia"
Fore Coffee,-6.601431,106.7794551,Kabupaten Bogor,cafe,"Fore Coffee, Jalan Jabaru I, Pasir Kuda, Bogor Barat, Bogor, Jawa Barat, Jawa, 16119, Indonesia"
Janji Jiwa,-6.601444,106.7797458,Kabupaten Bogor,cafe,"Janji Jiwa, Jalan Aria Surialaga, Pasir Kuda, Bogor Barat, Bogor, Jawa Barat, Jawa, 16119, Indonesia"
Kopi Kenangan,-6.6014441,106.779712,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Aria Surialaga, Pasir Kuda, Bogor Barat, Bogor, Jawa Barat, Jawa, 16119, Indonesia"
Kopitagram,-6.2833643,106.6381582,Kabupaten Bogor,cafe,"Kopitagram, Jalan BSD Raya Utama, BSD City, Lengkong Kulon, Pagedangan, Kabupaten Tangerang, Banten, Jawa, 15339, Indonesia"
